id,sensorId,Type,coordinates.lat,coordinates.long,altitude,heading,speed,speedmetric,temp,observationTime,date2
0,651513,truck,39.64838,-0.284607,6.0,194,85,KilometersPerHour,,2018-05-15T11:09:08.0000000Z,2018-05-31 11:09:08
1,2015372,truck,39.403885,-2.610251,702.0,132,87,KilometersPerHour,,2018-05-15T11:09:04.0000000Z,2018-05-31 11:09:04
2,1115100,truck,42.143595,-1.7188709999999998,323.0,38,87,KilometersPerHour,,2018-05-15T11:09:21.0000000Z,2018-05-31 11:09:21
3,1115095,truck,45.82078900000001,0.193368,145.0,2,84,KilometersPerHour,,2018-05-15T11:08:40.0000000Z,2018-05-31 11:08:40
4,1115108,truck,42.75751,-1.629413,463.0,154,89,KilometersPerHour,,2018-05-15T11:09:26.0000000Z,2018-05-31 11:09:26
5,541509,truck,38.571981,-0.075433,11.0,76,13,KilometersPerHour,,2018-05-15T11:09:06.0000000Z,2018-05-31 11:09:06
6,561561,car,39.386448,-0.414159,10.0,96,20,KilometersPerHour,,2018-05-15T11:08:08.0000000Z,2018-05-31 11:08:08
7,1015106,truck,49.542977,5.819224,271.0,40,0,KilometersPerHour,,2018-05-15T11:09:33.0000000Z,2018-05-31 11:09:33
8,1015108,truck,52.334286,9.419328,69.0,268,0,KilometersPerHour,,2018-05-15T11:09:06.0000000Z,2018-05-31 11:09:06
9,1015110,truck,46.359523,5.286181,209.0,340,91,KilometersPerHour,,2018-05-15T11:08:51.0000000Z,2018-05-31 11:08:51
10,861585,truck,36.578266,-6.0978629999999985,45.0,44,89,KilometersPerHour,,2018-05-15T11:08:46.0000000Z,2018-05-31 11:08:46
11,891594,truck,41.53265800000001,2.109536,162.0,128,5,KilometersPerHour,,2018-05-15T11:09:05.0000000Z,2018-05-31 11:09:05
12,3115399,car,41.3708343,2.1310006,40.0,213,17,KilometersPerHour,,2018-05-15T11:09:30.0000000Z,2018-05-31 11:09:30
13,3115401,car,36.8208868,-2.5442363,161.0,250,103,KilometersPerHour,,2018-05-15T11:09:35.0000000Z,2018-05-31 11:09:35
14,3115410,car,38.5076828,-1.7030733,547.0,173,19,KilometersPerHour,,2018-05-15T11:09:42.0000000Z,2018-05-31 11:09:42
15,3115405,car,40.27809379999999,-3.7505648,611.0,159,7,KilometersPerHour,,2018-05-15T11:08:54.0000000Z,2018-05-31 11:08:54
16,3115407,car,38.6363718,-0.8658431000000001,518.0,0,0,KilometersPerHour,,2018-05-15T11:08:38.0000000Z,2018-05-31 11:08:38
17,2415012,car,37.383992,-5.926292,46.0,30,0,KilometersPerHour,,2018-05-15T11:08:55.0000000Z,2018-05-31 11:08:55
18,5015966,truck,42.768591,-1.54493,534.0,28,9,KilometersPerHour,,2018-05-15T11:08:54.0000000Z,2018-05-31 11:08:54
19,1615475,truck,39.471816,-0.513622,146.0,266,0,KilometersPerHour,,2018-05-15T11:09:12.0000000Z,2018-05-31 11:09:12
20,3615090,truck,44.527561,8.909989,148.0,102,0,KilometersPerHour,6.9,2018-05-15T11:09:18.0000000Z,2018-05-31 11:09:18
21,3615098,truck,39.36188,-0.421976,13.0,324,0,KilometersPerHour,,2018-05-15T11:08:51.0000000Z,2018-05-31 11:08:51
22,3615119,truck,39.453974,-0.412452,18.0,150,82,KilometersPerHour,,2018-05-15T11:09:04.0000000Z,2018-05-31 11:09:04
23,3615079,truck,37.24055900000001,-5.92743,38.0,230,0,KilometersPerHour,20.9,2018-05-15T11:09:30.0000000Z,2018-05-31 11:09:30
24,3615105,car,38.175926,-0.8567940000000001,14.0,156,0,KilometersPerHour,,2018-05-15T11:08:47.0000000Z,2018-05-31 11:08:47
25,481539,car,41.113406,1.215908,19.0,72,18,KilometersPerHour,,2018-05-15T11:09:28.0000000Z,2018-05-31 11:09:28
26,481561,car,44.780745,8.705372,146.0,68,84,KilometersPerHour,,2018-05-15T11:02:08.0000000Z,2018-05-31 11:02:08
27,481563,car,52.027064,7.599161,53.0,206,84,KilometersPerHour,,2018-05-15T11:09:00.0000000Z,2018-05-31 11:09:00
28,3715754,truck,39.154132,-2.067358,709.0,126,88,KilometersPerHour,,2018-05-15T11:09:17.0000000Z,2018-05-31 11:09:17
29,3715789,truck,39.630796,-0.308198,19.0,50,91,KilometersPerHour,,2018-05-15T11:09:34.0000000Z,2018-05-31 11:09:34
30,3715624,truck,37.722953,-1.114493,117.0,296,11,KilometersPerHour,,2018-05-15T11:09:44.0000000Z,2018-05-31 11:09:44
31,4215777,truck,-8.943881,13.399728,135.0,224,0,KilometersPerHour,,2018-05-15T10:09:10.0000000Z,2018-05-31 10:09:10
32,4215882,truck,42.938739,0.64836,481.0,166,16,KilometersPerHour,,2018-05-15T11:09:42.0000000Z,2018-05-31 11:09:42
33,4215853,truck,40.752875,-3.034055,979.0,54,22,KilometersPerHour,,2018-05-15T11:09:37.0000000Z,2018-05-31 11:09:37
34,4215913,truck,44.282781,4.616067,53.0,136,75,KilometersPerHour,,2018-05-15T11:09:16.0000000Z,2018-05-31 11:09:16
35,2015454,truck,44.887261,-0.573228,6.0,96,76,KilometersPerHour,,2018-05-15T11:08:44.0000000Z,2018-05-31 11:08:44
36,2015452,truck,37.338316,-1.965567,221.0,12,89,KilometersPerHour,,2018-05-15T11:08:58.0000000Z,2018-05-31 11:08:58
37,661589,car,37.35885800000001,-2.432886,679.0,255,0,KilometersPerHour,,2018-05-15T11:14:41.0000000Z,2018-05-31 11:14:41
38,671558,truck,36.888031,-2.455055,162.0,23,91,KilometersPerHour,,2018-05-15T11:14:36.0000000Z,2018-05-31 11:14:36
39,3015096,car,39.9279133,-0.1055326,49.0,58,18,KilometersPerHour,,2018-05-15T11:09:39.0000000Z,2018-05-31 11:09:39
40,4715443,car,38.258885,-1.3233816,314.0,14,90,KilometersPerHour,,2018-05-15T11:09:30.0000000Z,2018-05-31 11:09:30
41,4715453,car,37.38737329999999,-5.9810483,6.0,0,0,KilometersPerHour,,2018-05-15T11:08:52.0000000Z,2018-05-31 11:08:52
42,4715745,car,28.4273833,-16.29918,136.0,93,38,KilometersPerHour,,2018-05-15T11:09:31.0000000Z,2018-05-31 11:09:31
43,4715768,car,41.4788416,1.918675,92.0,0,0,KilometersPerHour,,2018-05-15T11:01:00.0000000Z,2018-05-31 11:01:00
44,5015728,car,37.9916399,-1.1018033,42.0,303,12,KilometersPerHour,,2018-05-15T11:09:48.0000000Z,2018-05-31 11:09:48
45,4415894,car,41.1702866,-0.4424033,301.0,0,0,KilometersPerHour,,2018-05-15T11:02:00.0000000Z,2018-05-31 11:02:00
46,4415771,car,36.6534316,-6.0854633,11.0,175,64,KilometersPerHour,,2018-05-15T11:09:20.0000000Z,2018-05-31 11:09:20
47,4915510,car,43.5517066,-5.9155365999999985,24.0,90,0,KilometersPerHour,,2018-05-15T11:09:20.0000000Z,2018-05-31 11:09:20
48,4515562,car,37.39864,-5.9808466,54.0,209,0,KilometersPerHour,,2018-05-15T11:08:11.0000000Z,2018-05-31 11:08:11
49,3515572,truck,39.413199,-0.385973,8.0,126,0,KilometersPerHour,,2018-05-15T11:09:25.0000000Z,2018-05-31 11:09:25
50,2415499,bus,49.779353,5.540526,439.0,322,99,KilometersPerHour,,2018-05-15T11:09:36.0000000Z,2018-05-31 11:09:36
51,2415500,bus,41.54946,1.972001,284.0,234,0,KilometersPerHour,,2018-05-15T11:09:32.0000000Z,2018-05-31 11:09:32
52,2415446,bus,41.993565,2.819534,80.0,346,42,KilometersPerHour,,2018-05-15T11:09:30.0000000Z,2018-05-31 11:09:30
53,2415452,truck,36.726199,-3.542351,22.0,178,0,KilometersPerHour,,2018-05-15T11:09:17.0000000Z,2018-05-31 11:09:17
54,2415429,truck,38.080973,-1.0835629999999998,85.0,44,92,KilometersPerHour,,2018-05-15T11:09:38.0000000Z,2018-05-31 11:09:38
55,2415497,bus,41.353435,2.146852,11.0,20,0,KilometersPerHour,,2018-05-15T11:09:25.0000000Z,2018-05-31 11:09:25
56,1515530,truck,38.01687,-3.38172,786.0,51,0,KilometersPerHour,,2018-05-15T11:09:32.0000000Z,2018-05-31 11:09:32
57,4915983,car,38.0563133,-1.2446016000000002,92.0,358,0,KilometersPerHour,8.7,2018-05-15T11:09:43.0000000Z,2018-05-31 11:09:43
58,4615737,car,42.2393383,-8.728661599999999,38.0,236,43,KilometersPerHour,,2018-05-15T11:09:36.0000000Z,2018-05-31 11:09:36
59,4615728,car,38.66462,-0.17219,261.0,212,42,KilometersPerHour,,2018-05-15T11:09:18.0000000Z,2018-05-31 11:09:18
60,4615731,car,38.288925,-0.7133699,140.0,88,101,KilometersPerHour,,2018-05-15T11:09:34.0000000Z,2018-05-31 11:09:34
61,4615734,car,28.4864883,-16.324131599999998,570.0,131,83,KilometersPerHour,,2018-05-15T10:09:22.0000000Z,2018-05-31 10:09:22
62,1015720,truck,40.22861,0.2142,100.0,249,39,KilometersPerHour,,2018-05-15T11:08:56.0000000Z,2018-05-31 11:08:56
63,4315694,truck,42.335388,-3.57852,910.0,102,61,KilometersPerHour,,2018-05-15T11:09:06.0000000Z,2018-05-31 11:09:06
64,4315759,truck,36.604162,-6.190482,8.0,184,0,KilometersPerHour,,2018-05-15T11:08:56.0000000Z,2018-05-31 11:08:56
65,4415387,truck,39.272744,-2.57612,725.0,206,84,KilometersPerHour,,2018-05-15T11:09:31.0000000Z,2018-05-31 11:09:31
66,4415384,truck,42.848585,-2.728723,512.0,352,30,KilometersPerHour,,2018-05-15T11:09:41.0000000Z,2018-05-31 11:09:41
67,3515533,truck,38.385015,-0.7753,274.0,240,0,KilometersPerHour,23.7,2018-05-15T11:08:59.0000000Z,2018-05-31 11:08:59
68,3515505,truck,38.47661,-1.32366,519.0,98,0,KilometersPerHour,16.0,2018-05-15T11:08:46.0000000Z,2018-05-31 11:08:46
69,5115227,car,38.25252329999999,-3.1979216,656.0,235,47,KilometersPerHour,,2018-05-15T11:09:41.0000000Z,2018-05-31 11:09:41
70,5115220,car,38.9681933,-1.0772333,689.0,10,110,KilometersPerHour,,2018-05-15T11:09:20.0000000Z,2018-05-31 11:09:20
71,5115233,car,39.288165,-0.4000099,8.0,278,69,KilometersPerHour,,2018-05-15T11:08:53.0000000Z,2018-05-31 11:08:53
72,4615628,car,41.738905,1.709615,386.0,270,126,KilometersPerHour,,2018-05-15T11:09:40.0000000Z,2018-05-31 11:09:40
73,4615616,car,39.65603,2.802705,113.0,221,90,KilometersPerHour,,2018-05-15T11:09:10.0000000Z,2018-05-31 11:09:10
74,4615577,car,40.34936,-3.5804733,601.0,232,129,KilometersPerHour,,2018-05-15T11:09:30.0000000Z,2018-05-31 11:09:30
75,4615570,car,40.56969829999999,-3.0534566,762.0,153,92,KilometersPerHour,,2018-05-15T11:09:41.0000000Z,2018-05-31 11:09:41
76,4715331,car,38.019595,-1.1611833,105.0,5,0,KilometersPerHour,,2018-05-15T11:07:42.0000000Z,2018-05-31 11:07:42
77,3515540,truck,52.664098,-1.815129,83.0,30,43,KilometersPerHour,,2018-05-15T11:09:12.0000000Z,2018-05-31 11:09:12
78,4515276,car,40.4596516,-3.6989566,707.0,167,0,KilometersPerHour,,2018-05-15T11:08:39.0000000Z,2018-05-31 11:08:39
79,921522,truck,41.166351,1.025667,216.0,120,5,KilometersPerHour,,2018-05-15T11:09:34.0000000Z,2018-05-31 11:09:34
80,881533,truck,47.808945,5.223913,445.0,174,83,KilometersPerHour,,2018-05-15T11:09:07.0000000Z,2018-05-31 11:09:07
81,1015086,truck,35.87855300000001,-5.5139010000000015,50.0,244,0,KilometersPerHour,,2018-05-15T11:08:58.0000000Z,2018-05-31 11:08:58
82,1015088,truck,48.786301,8.987809,362.0,284,84,KilometersPerHour,,2018-05-15T11:09:27.0000000Z,2018-05-31 11:09:27
83,1015092,truck,41.944782,2.282376,498.0,32,0,KilometersPerHour,,2018-05-15T11:09:10.0000000Z,2018-05-31 11:09:10
84,4815230,car,38.6524683,-1.0478749,719.0,235,85,KilometersPerHour,,2018-05-15T11:08:52.0000000Z,2018-05-31 11:08:52
85,981503,truck,37.23519,-7.17255,69.0,68,0,KilometersPerHour,,2018-05-15T11:08:58.0000000Z,2018-05-31 11:08:58
86,1015179,truck,39.08158,-2.09504,757.0,67,89,KilometersPerHour,,2018-05-15T11:09:31.0000000Z,2018-05-31 11:09:31
87,4115214,truck,43.692906,-7.476813000000001,39.0,106,41,KilometersPerHour,,2018-05-15T11:09:18.0000000Z,2018-05-31 11:09:18
88,4115224,truck,40.24250900000001,-3.47646,698.0,294,0,KilometersPerHour,,2018-05-15T11:08:47.0000000Z,2018-05-31 11:08:47
89,1715731,truck,39.478825,-0.445825,56.0,112,0,KilometersPerHour,,2018-05-15T11:09:03.0000000Z,2018-05-31 11:09:03
90,1815700,car,45.915881,0.195946,106.0,184,84,KilometersPerHour,,2018-05-15T11:09:04.0000000Z,2018-05-31 11:09:04
91,4015680,car,37.5872266,-1.3182016,32.0,281,65,KilometersPerHour,,2018-05-15T11:08:51.0000000Z,2018-05-31 11:08:51
92,4015492,car,38.3357116,-0.514985,10.0,0,0,KilometersPerHour,,2018-05-15T11:08:12.0000000Z,2018-05-31 11:08:12
93,4015821,car,37.419885,-1.8014983,251.0,299,0,KilometersPerHour,,2018-05-15T11:07:55.0000000Z,2018-05-31 11:07:55
94,4015899,car,41.70406,2.8561066000000004,13.0,250,21,KilometersPerHour,,2018-05-15T11:08:45.0000000Z,2018-05-31 11:08:45
95,4015901,car,37.3009383,-4.8796816,441.0,165,0,KilometersPerHour,,2018-05-15T11:07:11.0000000Z,2018-05-31 11:07:11
96,1715183,car,37.28017,-4.84704,506.0,115,93,KilometersPerHour,,2018-05-15T11:09:40.0000000Z,2018-05-31 11:09:40
97,1715171,truck,40.20505,-3.68442,619.0,288,0,KilometersPerHour,18.5,2018-05-15T11:09:12.0000000Z,2018-05-31 11:09:12
98,1715176,truck,40.20364,-3.68522,621.0,254,5,KilometersPerHour,14.8,2018-05-15T11:09:22.0000000Z,2018-05-31 11:09:22
99,1715230,car,36.7276,-6.09316,38.0,344,0,KilometersPerHour,,2018-05-15T11:09:16.0000000Z,2018-05-31 11:09:16
100,1715251,car,38.34929,-0.7672899999999999,226.0,253,0,KilometersPerHour,,2018-05-15T11:09:13.0000000Z,2018-05-31 11:09:13
101,1715149,truck,41.38375,2.1633,42.0,13,0,KilometersPerHour,,2018-05-15T11:09:42.0000000Z,2018-05-31 11:09:42
102,1715152,truck,36.69254,-4.4809199999999985,9.0,250,0,KilometersPerHour,,2018-05-15T11:09:30.0000000Z,2018-05-31 11:09:30
103,1715181,car,37.66279,-1.00676,38.0,168,0,KilometersPerHour,,2018-05-15T11:09:13.0000000Z,2018-05-31 11:09:13
104,1715180,car,39.73568,-0.8205399999999999,501.0,141,0,KilometersPerHour,,2018-05-15T11:08:48.0000000Z,2018-05-31 11:08:48
105,4715897,car,38.71832,-0.6619216,753.0,0,0,KilometersPerHour,,2018-05-15T11:00:34.0000000Z,2018-05-31 11:00:34
106,4815382,car,43.85051,4.9204133,66.0,196,0,KilometersPerHour,,2018-05-15T11:08:46.0000000Z,2018-05-31 11:08:46
107,4815106,car,40.8853516,0.6966249,193.0,94,72,KilometersPerHour,,2018-05-15T11:09:36.0000000Z,2018-05-31 11:09:36
108,4815065,car,38.0468283,-1.2101716,81.0,284,21,KilometersPerHour,,2018-05-15T11:08:57.0000000Z,2018-05-31 11:08:57
109,4615413,truck,41.749207,-0.8406040000000001,252.0,252,0,KilometersPerHour,15.4,2018-05-15T11:08:56.0000000Z,2018-05-31 11:08:56
110,4615431,truck,41.618355,-1.0712469999999998,379.0,292,0,KilometersPerHour,13.8,2018-05-15T11:09:32.0000000Z,2018-05-31 11:09:32
111,4615393,truck,50.47165800000001,2.959116,14.0,138,0,KilometersPerHour,7.8,2018-05-15T11:09:21.0000000Z,2018-05-31 11:09:21
112,4615411,truck,40.133686,-3.653953,634.0,0,0,KilometersPerHour,14.9,2018-05-15T11:09:21.0000000Z,2018-05-31 11:09:21
113,4615410,truck,40.09958,-3.637202,570.0,306,0,KilometersPerHour,16.6,2018-05-15T11:08:58.0000000Z,2018-05-31 11:08:58
114,1015258,truck,36.763341,-3.887319,103.0,64,87,KilometersPerHour,,2018-05-15T11:09:24.0000000Z,2018-05-31 11:09:24
115,1015126,truck,50.818722,4.449239,121.0,298,0,KilometersPerHour,,2018-05-15T11:08:47.0000000Z,2018-05-31 11:08:47
116,1015345,truck,48.709961,10.631857,452.0,340,0,KilometersPerHour,9.6,2018-05-15T11:09:06.0000000Z,2018-05-31 11:09:06
117,1015348,truck,38.149441,-0.891136,26.0,198,5,KilometersPerHour,,2018-05-15T11:09:39.0000000Z,2018-05-31 11:09:39
118,2215654,truck,45.097991,-0.380902,58.0,180,76,KilometersPerHour,,2018-05-15T11:09:19.0000000Z,2018-05-31 11:09:19
119,2515992,truck,45.123418,1.226045,96.0,54,0,KilometersPerHour,,2018-05-15T11:09:10.0000000Z,2018-05-31 11:09:10
120,2515956,bus,41.365952,2.134633,16.0,118,10,KilometersPerHour,,2018-05-15T11:09:42.0000000Z,2018-05-31 11:09:42
121,4015633,car,41.3773266,2.0345733,17.0,299,81,KilometersPerHour,,2018-05-15T11:09:41.0000000Z,2018-05-31 11:09:41
122,4015654,car,37.65415,-1.332395,150.0,197,93,KilometersPerHour,,2018-05-15T11:07:59.0000000Z,2018-05-31 11:07:59
123,2715952,truck,41.3285,2.132716,3.0,70,0,KilometersPerHour,0.4,2018-05-15T11:09:19.0000000Z,2018-05-31 11:09:19
124,2715915,truck,41.588087,1.951718,448.0,178,13,KilometersPerHour,,2018-05-15T11:09:40.0000000Z,2018-05-31 11:09:40
125,2815022,truck,38.08863,-1.221032,105.0,274,0,KilometersPerHour,,2018-05-15T11:09:22.0000000Z,2018-05-31 11:09:22
126,2815009,truck,38.728884,0.094223,154.0,274,15,KilometersPerHour,,2018-05-15T11:09:22.0000000Z,2018-05-31 11:09:22
127,4115540,car,37.7828633,-1.6025183,522.0,72,58,KilometersPerHour,,2018-05-15T11:09:15.0000000Z,2018-05-31 11:09:15
128,4215418,car,41.44319160000001,2.20647,8.0,148,80,KilometersPerHour,,2018-05-15T11:09:29.0000000Z,2018-05-31 11:09:29
129,1515299,truck,37.566883,-1.774054,402.0,80,0,KilometersPerHour,,2018-05-15T11:09:18.0000000Z,2018-05-31 11:09:18
130,1515304,truck,42.396407,2.8812290000000003,91.0,0,0,KilometersPerHour,,2018-05-15T11:09:36.0000000Z,2018-05-31 11:09:36
131,1515305,truck,51.774584,7.638944,67.0,206,0,KilometersPerHour,,2018-05-15T11:09:32.0000000Z,2018-05-31 11:09:32
132,5115150,car,41.3553916,2.1263633,8.0,307,43,KilometersPerHour,,2018-05-15T11:09:40.0000000Z,2018-05-31 11:09:40
133,4215155,truck,43.243639,-2.877994,36.0,92,0,KilometersPerHour,,2018-05-15T11:09:42.0000000Z,2018-05-31 11:09:42
134,4215186,truck,39.489852,-0.538238,92.0,212,0,KilometersPerHour,,2018-05-15T11:09:00.0000000Z,2018-05-31 11:09:00
135,3815801,bus,41.558205,2.218446,84.0,196,0,KilometersPerHour,,2018-05-15T11:09:40.0000000Z,2018-05-31 11:09:40
136,3815762,truck,40.445369,-3.506816,591.0,30,0,KilometersPerHour,15.1,2018-05-15T11:09:22.0000000Z,2018-05-31 11:09:22
137,3915108,truck,39.99688,-3.604289,603.0,146,90,KilometersPerHour,,2018-05-15T11:08:40.0000000Z,2018-05-31 11:08:40
138,3915184,truck,39.365961,-0.409362,3.0,104,0,KilometersPerHour,,2018-05-15T11:09:28.0000000Z,2018-05-31 11:09:28
139,3915042,truck,42.189262,2.479538,436.0,170,0,KilometersPerHour,,2018-05-15T11:09:12.0000000Z,2018-05-31 11:09:12
140,3915115,truck,43.1064,1.632309,303.0,352,91,KilometersPerHour,,2018-05-15T11:09:30.0000000Z,2018-05-31 11:09:30
141,3915131,truck,39.091289,-0.479738,30.0,196,31,KilometersPerHour,,2018-05-15T11:09:29.0000000Z,2018-05-31 11:09:29
142,3115639,car,37.3410963,-5.825577,82.0,50,23,KilometersPerHour,,2018-05-15T11:09:08.0000000Z,2018-05-31 11:09:08
143,3115617,car,28.1238215,-15.4380723,87.0,189,19,KilometersPerHour,,2018-05-15T11:09:33.0000000Z,2018-05-31 11:09:33
144,3115613,car,36.9259746,-6.045413,36.0,355,96,KilometersPerHour,,2018-05-15T11:09:22.0000000Z,2018-05-31 11:09:22
145,3015899,truck,39.61941,-0.55325,198.0,0,0,KilometersPerHour,,2018-05-15T11:09:46.0000000Z,2018-05-31 11:09:46
146,3815465,truck,40.09131,-0.00695,375.0,211,88,KilometersPerHour,,2018-05-15T11:09:43.0000000Z,2018-05-31 11:09:43
147,3715699,truck,39.168111,-0.51859,25.0,192,90,KilometersPerHour,,2018-05-15T11:08:49.0000000Z,2018-05-31 11:08:49
148,3615114,truck,47.63744000000001,1.3586049999999998,114.0,206,90,KilometersPerHour,,2018-05-15T11:08:44.0000000Z,2018-05-31 11:08:44
149,3615074,truck,36.508632,-4.859503,18.0,288,79,KilometersPerHour,,2018-05-15T11:09:20.0000000Z,2018-05-31 11:09:20
150,4715080,car,41.3593766,2.05107,8.0,353,85,KilometersPerHour,,2018-05-15T11:09:39.0000000Z,2018-05-31 11:09:39
151,1815147,truck,42.62048,1.24822,1098.0,174,44,KilometersPerHour,,2018-05-15T11:09:37.0000000Z,2018-05-31 11:09:37
152,1815434,car,38.22181,-6.2931599999999985,637.0,153,108,KilometersPerHour,,2018-05-15T11:09:04.0000000Z,2018-05-31 11:09:04
153,5015569,car,36.77842329999999,-2.7816266,47.0,127,28,KilometersPerHour,,2018-05-15T11:09:47.0000000Z,2018-05-31 11:09:47
154,1215695,truck,36.469075,-5.854305,65.0,82,88,KilometersPerHour,,2018-05-15T11:08:56.0000000Z,2018-05-31 11:08:56
155,1215030,truck,38.662381,-1.0337889999999998,728.0,42,59,KilometersPerHour,,2018-05-15T11:09:35.0000000Z,2018-05-31 11:09:35
156,1215031,truck,43.547635,3.796958,46.0,50,59,KilometersPerHour,,2018-05-15T11:00:06.0000000Z,2018-05-31 11:00:06
157,2015738,truck,42.835863,-1.68903,423.0,172,0,KilometersPerHour,,2018-05-15T11:08:56.0000000Z,2018-05-31 11:08:56
158,2015732,truck,48.931959,8.575439,188.0,312,83,KilometersPerHour,,2018-05-15T11:09:21.0000000Z,2018-05-31 11:09:21
159,2215402,truck,40.014206,-0.091848,119.0,84,41,KilometersPerHour,,2018-05-15T11:09:18.0000000Z,2018-05-31 11:09:18
160,771574,truck,37.2493472,-1.8655284,84.0,0,0,KilometersPerHour,,2018-05-15T11:08:34.0000000Z,2018-05-31 11:08:34
161,4715485,car,48.1187,11.5550316,529.0,126,0,KilometersPerHour,7.9,2018-05-15T11:09:22.0000000Z,2018-05-31 11:09:22
162,4715506,car,50.58734000000001,10.9955066,662.0,67,0,KilometersPerHour,15.5,2018-05-15T11:09:45.0000000Z,2018-05-31 11:09:45
163,5115484,car,40.4076049,-3.6785983,649.0,314,13,KilometersPerHour,,2018-05-15T11:09:41.0000000Z,2018-05-31 11:09:41
164,4115721,car,37.7396933,-0.9452333,40.0,120,22,KilometersPerHour,,2018-05-15T11:08:58.0000000Z,2018-05-31 11:08:58
165,1915367,car,41.3712,2.14326,87.0,164,6,KilometersPerHour,,2018-05-15T11:09:34.0000000Z,2018-05-31 11:09:34
166,1915312,truck,45.37685,-0.1816,175.0,115,0,KilometersPerHour,,2018-05-15T11:09:19.0000000Z,2018-05-31 11:09:19
167,2015533,car,39.4775808,-2.728942,722.0,303,82,KilometersPerHour,,2018-05-15T11:07:32.0000000Z,2018-05-31 11:07:32
168,2115122,car,41.92871029999999,2.2825783,486.0,0,0,KilometersPerHour,,2018-05-15T11:09:09.0000000Z,2018-05-31 11:09:09
169,771517,truck,38.178747,-0.856943,13.0,220,68,KilometersPerHour,,2018-05-15T11:09:20.0000000Z,2018-05-31 11:09:20
170,5015912,truck,41.910076,-4.503428,727.0,240,6,KilometersPerHour,,2018-05-15T11:09:40.0000000Z,2018-05-31 11:09:40
171,4715239,car,37.5324383,-5.1221766,184.0,163,11,KilometersPerHour,,2018-05-15T11:09:30.0000000Z,2018-05-31 11:09:30
172,4715271,car,44.45395,3.1910933,589.0,171,89,KilometersPerHour,,2018-05-15T11:09:22.0000000Z,2018-05-31 11:09:22
173,541522,truck,41.432503,1.803009,118.0,38,0,KilometersPerHour,,2018-05-15T11:09:35.0000000Z,2018-05-31 11:09:35
174,541599,car,38.347798,-0.537502,59.0,238,0,KilometersPerHour,,2018-05-15T11:08:58.0000000Z,2018-05-31 11:08:58
175,551506,truck,41.488258,2.073419,153.0,280,92,KilometersPerHour,,2018-05-15T11:09:18.0000000Z,2018-05-31 11:09:18
176,4015605,car,41.9444266,3.1239566,68.0,6,31,KilometersPerHour,,2018-05-15T11:09:24.0000000Z,2018-05-31 11:09:24
177,4015499,car,37.8131066,-0.8160433000000001,12.0,234,0,KilometersPerHour,,2018-05-15T11:08:42.0000000Z,2018-05-31 11:08:42
178,4015556,car,39.3633466,-0.4200766,9.0,196,24,KilometersPerHour,,2018-05-15T11:08:53.0000000Z,2018-05-31 11:08:53
179,1715184,car,37.18678,-3.61476,715.0,81,0,KilometersPerHour,,2018-05-15T11:09:08.0000000Z,2018-05-31 11:09:08
180,1715170,truck,40.25684,-3.71704,615.0,224,0,KilometersPerHour,13.8,2018-05-15T11:09:10.0000000Z,2018-05-31 11:09:10
181,1715164,truck,39.02163,-0.5545800000000001,127.0,34,74,KilometersPerHour,,2018-05-15T11:09:28.0000000Z,2018-05-31 11:09:28
182,3015278,car,39.9228348,-0.11084,46.0,205,14,KilometersPerHour,,2018-05-15T11:09:29.0000000Z,2018-05-31 11:09:29
183,3015233,car,39.9342311,-0.1886813,94.0,350,109,KilometersPerHour,,2018-05-15T11:09:39.0000000Z,2018-05-31 11:09:39
184,3015193,car,39.922956,-0.1065785,45.0,206,47,KilometersPerHour,,2018-05-15T11:09:19.0000000Z,2018-05-31 11:09:19
185,481543,car,46.31827,2.5047330000000003,393.0,252,67,KilometersPerHour,,2018-05-15T11:09:00.0000000Z,2018-05-31 11:09:00
186,481545,car,40.360824,-1.065487,1010.0,260,87,KilometersPerHour,,2018-05-15T11:09:03.0000000Z,2018-05-31 11:09:03
187,491591,truck,44.549021,10.807775,103.0,230,0,KilometersPerHour,,2018-05-15T11:09:32.0000000Z,2018-05-31 11:09:32
188,1515969,truck,37.2617984,-1.9190664,142.0,266,0,KilometersPerHour,,2018-05-15T11:08:53.0000000Z,2018-05-31 11:08:53
189,1615202,car,36.4821696,-5.8958096,84.0,115,89,KilometersPerHour,,2018-05-15T11:08:41.0000000Z,2018-05-31 11:08:41
190,1615217,car,40.943808,-4.6037916,920.0,351,0,KilometersPerHour,,2018-05-15T11:09:24.0000000Z,2018-05-31 11:09:24
191,1515961,car,37.6755232,-6.5352612,426.0,252,0,KilometersPerHour,,2018-05-15T11:08:17.0000000Z,2018-05-31 11:08:17
192,1615219,car,40.27436160000001,-3.80309,672.0,0,0,KilometersPerHour,,2018-05-15T11:09:19.0000000Z,2018-05-31 11:09:19
193,1515979,car,28.4489216,-16.2767328,164.0,26,0,KilometersPerHour,,2018-05-15T10:09:06.0000000Z,2018-05-31 10:09:06
194,1515996,car,28.0789312,-16.72804,74.0,276,0,KilometersPerHour,,2018-05-15T10:09:09.0000000Z,2018-05-31 10:09:09
195,1615203,car,36.77903679999999,-6.0573948,46.0,22,86,KilometersPerHour,,2018-05-15T11:08:59.0000000Z,2018-05-31 11:08:59
196,1515991,car,28.034864,-15.4182064,41.0,0,0,KilometersPerHour,,2018-05-15T10:08:14.0000000Z,2018-05-31 10:08:14
